id,address,region,state,city,neighborhood,sub_neighborhood,locality,latitude,longitude,data,police_action,agent_presence,police_unit,main_reason,complementary_reason,clippings,massacre,civilians_dead,civilians_wounded,agents_dead,agents_wounded,men_dead,men_wounded,women_dead,women_wounded,kids_dead,kids_wounded,teenagers_dead,teenagers_wounded,elderly_dead,elderly_wounded
56185,"Quitungo/Guaporé -Brás de Pina, Rio de Janeiro - RJ, 21215-250, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BRAS DE PINA,,QUITUNGO-GUAPORE,-22.83301195	,-43.30011395,"01/04/2023, 03:30:00",true,true,16 BPM,Operação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56195,"Rua Barão de Mesquita - Tijuca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,TIJUCA,,,-22.9242419,-43.2425056,"01/04/2023, 13:00:00",false,false,,Não identificado,,,false,0,1,0,0,0,0,0,0,0,0,0,0,0,1
56192,"Proença Rosa -Barros Filho, Rio de Janeiro -RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BARROS FILHO,,PROENCA ROSA,-22.8389771,-43.361185,"01/04/2023, 15:30:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56193,"Morro do Campinho- Campinho, Rio de Janeiro - RJ, 21310-430, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CAMPINHO,,MORRO DO CAMPINHO (COMPLEXO DO FUBA),-22.886360376184278,-43.33937666721505,"01/04/2023, 16:27:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56194,"Charinha - Praça Seca, Rio de Janeiro - RJ, 22733-070, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PRACA SECA,,FAVELA DA CHACRINHA,-22.89873834658863,-43.366013924975576,"01/04/2023, 17:36:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56200,"Barros Filho, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BARROS FILHO,,,-22.8364807,-43.3632981,"01/04/2023, 18:00:00",true,true,9 BPM,Tentativa/Roubo,,Perseguição,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56198,"Rua Isidro de Figueiredo - Maracanã, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARACANA,,,-22.9148339,-43.231561,"01/04/2023, 20:00:00",false,true,,Briga,,"Outros,Bar",false,1,1,0,0,0,0,0,0,0,0,0,0,0,0
56197,"Morro do Fubá (Complexo do Fubá) - Cascadura, Rio de Janeiro - RJ, 21311-130, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO FUBA (COMPLEXO DO FUBA),-22.892324971301786	,-43.33377861518315,"02/04/2023, 05:51:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56199,"Morro do Fubá (Complexo do Fubá) -Cascadura, Rio de Janeiro - RJ, 21311-130, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO FUBA (COMPLEXO DO FUBA),-22.892324971301786	,-43.33377861518315,"02/04/2023, 06:43:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56203,"Morro do Fuba-Cascadura, Rio de Janeiro -RJ, 21311-170, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO FUBA (COMPLEXO DO FUBA),-22.8933284,-43.3321124,"02/04/2023, 14:30:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56201,"Av. Antenor Navarro - Brás de Pina, Rio de Janeiro - RJ, 21012-250, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BRAS DE PINA,JOAQUIM MONTEIRO,,-22.8261299,-43.2899823,"02/04/2023, 14:44:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56206,"Avenida Brasil - Acari, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ACARI,,,-22.8270791,-43.3407612,"02/04/2023, 18:00:00",false,false,,Arrastão,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
