id,address,region,state,city,neighborhood,sub_neighborhood,locality,latitude,longitude,data,police_action,agent_presence,police_unit,main_reason,complementary_reason,clippings,massacre
72061,"Vila Vitem, Padre Miguel, Rio de Janeiro - RJ, 21721-210, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PADRE MIGUEL,,VILA VINTEM,-22.8709403,-43.4430638,"18/06/2025, 15:00:00",true,true,PM (14 BPM),Ação policial,,,false
72062,"Catiri, Bangu, Rio de Janeiro - RJ, 21863-050, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BANGU,,CATIRI,-22.8529237,-43.4698105,"18/06/2025, 16:00:00",false,false,,Disputa,,,false
72067,"BRT - Estr. dos Bandeirantes - Jacarepaguá, Rio de Janeiro - RJ, 22775-113, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,JACAREPAGUA,,,-22.95859927384621,-43.38332425655288,"18/06/2025, 18:00:00",true,true,PM (18 BPM),Tentativa/Roubo,,Perseguição,false
72066,"Catiri - Bangu, Rio de Janeiro - RJ, 21863-010, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BANGU,,CATIRI,-22.85319795	,-43.47059105,"18/06/2025, 22:20:00",false,false,,Não identificado,,,false
72111,"Rua Cherburgo, Ponto Chic - Padre Miguel, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PADRE MIGUEL,PONTO CHIC,,-22.8733322,-43.4511349,"18/06/2025, 22:30:00",false,false,,Briga,,Bar,false
72074,"Rua Leonidas, Comunidade Estrada da Camachorra - Campo Grande, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CAMPO GRANDE,,COMUNIDADE ESTRADA DA CACHAMORRA,-22.9555111,-43.5712499,"19/06/2025, 18:21:00",false,false,,Não identificado,,,false
72079,"Tijuca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,TIJUCA,,,-22.9324433,-43.2411073,"19/06/2025, 21:04:00",false,false,,Não identificado,,,false
72075,"Leme, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,LEME,,,-22.9616546,-43.1654625,"20/06/2025, 04:40:00",false,false,,Não identificado,,,false
72081,"Morro da Babilônia - Leme, Rio de Janeiro - RJ, 22010-060, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,LEME,,BABILONIA,-22.95851046	,-43.1704813,"20/06/2025, 07:49:00",true,true,PM (UPP BABILONIA),Ação policial,,,false
72085,"Estrada da Cancela Preta, Cancela Preta, Bangu, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BANGU,,CANCELA PRETA,-22.857169,-43.45441,"20/06/2025, 09:30:00",false,false,,Homicidio/Tentativa,,,false
72085,"Estrada da Cancela Preta, Cancela Preta, Bangu, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BANGU,,CANCELA PRETA,-22.857169,-43.45441,"20/06/2025, 09:30:00",false,false,,Homicidio/Tentativa,,,false
72092,"R. Interna, Loteamento Catruz - Pedra de Guaratiba, Rio de Janeiro - RJ, 23026-140, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,GUARATIBA,,LOTEAMENTO CATRUZ,-22.993740733224545,-43.64478657732089,"20/06/2025, 23:00:00",false,false,,Disputa,,,false
72103,"Largo do Correia - Guaratiba, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,GUARATIBA,,LARGO DO CORREA,-22.9556517,-43.5764364,"21/06/2025, 03:00:00",true,true,BOPE,Operação policial,,,true
72103,"Largo do Correia - Guaratiba, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,GUARATIBA,,LARGO DO CORREA,-22.9556517,-43.5764364,"21/06/2025, 03:00:00",true,true,BOPE,Operação policial,,,true
72103,"Largo do Correia - Guaratiba, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,GUARATIBA,,LARGO DO CORREA,-22.9556517,-43.5764364,"21/06/2025, 03:00:00",true,true,BOPE,Operação policial,,,true
72097,"Conjunto Isolina sofia, R. Raimundo de Farias, Paciência, Rio de Janeiro - RJ, 23587-450, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PACIENCIA,,CONJUNTO ISOLINA SOFIA,-22.921939386647168,-43.6220888656067,"22/06/2025, 07:00:00",false,false,,Homicidio/Tentativa,,,false
72097,"Conjunto Isolina sofia, R. Raimundo de Farias, Paciência, Rio de Janeiro - RJ, 23587-450, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PACIENCIA,,CONJUNTO ISOLINA SOFIA,-22.921939386647168,-43.6220888656067,"22/06/2025, 07:00:00",false,false,,Homicidio/Tentativa,,,false
72113,"B13 - Estrada Almirante Santiago Dantas - Barros Filho, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BARROS FILHO,,CONJUNTO HABITACIONAL HAROLDO DE ANDRADE (B13),-22.8335586,-43.3678615,"22/06/2025, 07:00:00",true,true,PM (41 BPM),Tentativa/Roubo de cargas,,,false
72101,"Morro do Fubá (Complexo do Fubá) - Cascadura, Rio de Janeiro - RJ, 21311-130, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO FUBA (COMPLEXO DO FUBA),-22.892324971301786	,-43.33377861518315,"22/06/2025, 17:45:00",false,false,,Não identificado,,,false
72105,"Avenida Armando Lombardi - Barra da Tijuca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BARRA DA TIJUCA,,,-23.0063065,-43.31328,"22/06/2025, 18:00:00",false,true,,Tentativa/Roubo,,,false
72104,"Av. Brasil - Bangu, Rio de Janeiro - RJ, 21863-000, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BANGU,,,-22.85972636500804,-43.457701503704826,"23/06/2025, 00:30:00",false,false,,Ataque a civis,,,false
72104,"Av. Brasil - Bangu, Rio de Janeiro - RJ, 21863-000, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BANGU,,,-22.85972636500804,-43.457701503704826,"23/06/2025, 00:30:00",false,false,,Ataque a civis,,,false
72104,"Av. Brasil - Bangu, Rio de Janeiro - RJ, 21863-000, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BANGU,,,-22.85972636500804,-43.457701503704826,"23/06/2025, 00:30:00",false,false,,Ataque a civis,,,false
72106,"Morro dos Macacos - Vila Isabel, Rio de Janeiro - RJ, 20551-232, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA ISABEL,,MORRO DOS MACACOS,-22.912154371892534,-43.254699773788445,"23/06/2025, 04:26:00",true,true,PM (CPP),Operação policial,,,false
72107,"Complexo do Chapadão - Costa Barros, Rio de Janeiro - RJ, 21650-020, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,COSTA BARROS,,COMPLEXO DO CHAPADAO,-22.82326393	,-43.37707903,"23/06/2025, 04:36:00",true,true,"PM (41 BPM, 2 CPA)",Operação policial,,,false
72114,"Complexo do Lins - Lins de Vasconcelos, Rio de Janeiro - RJ, 20725-140, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,LINS DE VASCONCELOS,,COMPLEXO DO LINS,-22.91534468	,-43.28452174,"23/06/2025, 05:00:00",true,true,"PC (DRE, DESARME, DRFC)",Operação policial,,,false
72109,"Morro dos Macacos - Vila Isabel, Rio de Janeiro - RJ, 20560, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA ISABEL,,MORRO DOS MACACOS,-22.911620723329335,-43.2552684020996,"23/06/2025, 06:52:00",true,true,CPP,Operação policial,,,false
72116,"Morro dos Macacos - Vila Isabel, Rio de Janeiro - RJ, 20560, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA ISABEL,,MORRO DOS MACACOS,-22.911660252924577,-43.25565464019775,"23/06/2025, 08:30:00",true,true,PM (CPP),Operação policial,,,false
72125,"Colônia de Pescadores Z-10, R. Raul Tolentino, Cacuia, Rio de Janeiro - RJ, 21930-580, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CACUIA,,COLONIA DE PESCADORES Z-10,-22.822598941611798,-43.17780949877662,"23/06/2025, 14:00:00",false,false,,Homicidio/Tentativa,,,false
72125,"Colônia de Pescadores Z-10, R. Raul Tolentino, Cacuia, Rio de Janeiro - RJ, 21930-580, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CACUIA,,COLONIA DE PESCADORES Z-10,-22.822598941611798,-43.17780949877662,"23/06/2025, 14:00:00",false,false,,Homicidio/Tentativa,,,false
72123,"Morro do Fubá - Cascadura, Rio de Janeiro - RJ, 21311-130, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO FUBA (COMPLEXO DO FUBA),-22.892324971301786,-43.33377861518315,"23/06/2025, 14:40:00",false,false,,Não identificado,,,false
72129,"Morro do Juramento, Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.862698," -43.3148487","23/06/2025, 18:00:00",false,false,,Disputa,,,false
72130,"Favela do Muquiço, Mal. Hermes, Rio de Janeiro - RJ, 21670-220, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARECHAL HERMES,,FAVELA DO MUQUICO,-22.8517373,-43.376255,"23/06/2025, 18:40:00",true,true,PM,Ação policial,,,false
72135,"Morro do Juramento (Complexo do Juramento) - Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.86204124	,-43.31545844,"23/06/2025, 22:00:00",false,false,,Disputa,,,false
72132,"Fazendinha - Complexo do Alemão, Rio de Janeiro - RJ, 20766, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,COMPLEXO DO ALEMAO,,FAZENDINHA (COMPLEXO DO ALEMAO),-22.86362228	,-43.27874626,"24/06/2025, 03:00:00",true,true,"DDSD, CORE, DGPE, 21ª DP",Operação policial,,,false
72134,"Morro do Saçu - Rua Lemos de Brito - Quintino Bocaiúva, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,QUINTINO BOCAIUVA,,MORRO DO SACU (COMPLEXO DO 18),-22.8963738,-43.3259265,"24/06/2025, 03:35:00",true,true,PM (9 BPM),Operação policial,,,false
72137,"Favela da Fazendinha - Complexo do Alemão, Rio de Janeiro - RJ, 20766, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,COMPLEXO DO ALEMAO,,FAVELA DA FAZENDINHA (COMPLEXO DO ALEMAO),-22.866203635279366,-43.28065271957397,"24/06/2025, 04:18:00",true,true,"PC (DDSD, CORE, DGPE, 21 DP)",Operação policial,,,false
72139,"Gogó da Ema - Complexo do Chapadão, Rio de Janeiro - RJ, 21665-290, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,GUADALUPE,,GOGO DA EMA (COMPLEXO DO CHAPADAO),-22.83388126349227	,-43.37829890805817,"24/06/2025, 05:29:00",true,true,PM (41 BPM),Ação policial,,,false
72144,"Rua Pacheco da Rocha - Bento Ribeiro, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BENTO RIBEIRO,,,-22.8601621,-43.3598739,"24/06/2025, 06:00:00",false,false,,Homicidio/Tentativa,,,false
72151,"Av. Dom Hélder Câmara, 3059 -Maria da Graça, Rio de Janeiro - RJ, 21050-624, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARIA DA GRACA,,,-22.878657245598294,-43.264464841104505,"24/06/2025, 06:00:00",false,false,,Não identificado,,,false
72148,"Cidade Universitária, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CIDADE UNIVERSITARIA,,,-22.8628536,-43.2263053,"24/06/2025, 07:00:00",false,false,,Não identificado,,,false
72157,"Morro do Juramento, Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.8621444," -43.3151491","24/06/2025, 15:00:00",false,false,,Não identificado,,,false
72172,"Estr. Srg. Miguel Filho, Vila Kennedy, Rio de Janeiro - RJ, 21850-007, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA KENNEDY,,VILA KENNEDY,-22.85753307600557,-43.48387928406983,"24/06/2025, 16:00:00",true,true,PM (14 BPM),Ação policial,,,false
72165,"Rua Evaristo de Morais - Vila Valqueire, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA VALQUEIRE,,,-22.8851448,-43.3633526,"24/06/2025, 17:40:00",false,false,,Tentativa/Roubo,,,false
72158,"Blvd. 28 de Setembro, Vila Isabel, Rio de Janeiro - RJ, 20551-031, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA ISABEL,,,-22.915183192856123,-43.24283364232788,"24/06/2025, 19:30:00",false,false,,Não identificado,,,false
72160,"Morro do Juramento - Vicente de Carvalho, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.8627778,-43.3152778,"24/06/2025, 21:00:00",false,false,,Disputa,,,false
72161,"Morro do Juramento - Vicente de Carvalho, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.8627778,-43.3152778,"25/06/2025, 01:00:00",false,false,,Disputa,,,false
72163,"Morro do Saçu - Quintino Bocaiúva, Rio de Janeiro - RJ, 20740-480, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,QUINTINO BOCAIUVA,,MORRO DO SACU (COMPLEXO DO 18),-22.896389,-43.321389,"25/06/2025, 04:20:00",false,false,,Não identificado,,,false
72164,"Morro do Borel - Tijuca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,TIJUCA,,MORRO DO BOREL,-22.9394127,-43.2515636,"25/06/2025, 05:00:00",true,true,BOPE,Operação policial,,,false
72179,"Morro do Juramento, Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.8619401,-43.3168602,"25/06/2025, 19:00:00",false,false,,Disputa,,,false
72180,"Favela do Javali, Anchieta, Rio de Janeiro - RJ, 21645-002, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ANCHIETA,,FAVELA DO JAVALI (COMPLEXO DO CHAPADAO),-22.8268424,-43.3921702,"25/06/2025, 19:50:00",false,false,,Não identificado,,,false
72181,"Morro do Final Feliz (Complexo do Chapadão), Anchieta, Rio de Janeiro - RJ, 21655-590, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ANCHIETA,,MORRO DO FINAL FELIZ (COMPLEXO DO CHAPADAO),"-22.82534108 ",-43.38715996,"25/06/2025, 20:30:00",false,false,,Não identificado,,,false
72183,"Complexo do Chapadão - Costa Barros, Rio de Janeiro - RJ, 21650-020, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,COSTA BARROS,,COMPLEXO DO CHAPADAO,-22.82326393	,-43.37707903,"25/06/2025, 22:24:00",false,false,,Não identificado,,,false
72185,"Rua Mariz e Barros - Maracanã, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARACANA,,,-22.9152662,-43.2207882,"25/06/2025, 22:30:00",false,true,,Tentativa/Roubo,,,false
72187,"Avenida Ayrton Senna - Barra da Tijuca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BARRA DA TIJUCA,,,-22.9932115,-43.3662141,"26/06/2025, 03:16:00",true,true,PM (18 BPM),Ação policial,,,false
72186,"Vila Kennedy, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA KENNEDY,,VILA KENNEDY,-22.8572405,-43.4892386,"26/06/2025, 05:00:00",true,true,PM (14 BPM),Operação policial,,,false
72198,"Morro do Juramento - Vicente de Carvalho, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.8627778,-43.3152778,"26/06/2025, 14:40:00",false,false,,Disputa,,,false
72197,"Morro do Juramento - Vicente de Carvalho, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.8627778,-43.3152778,"26/06/2025, 16:00:00",false,false,,Disputa,,,false
72200,"Juramentinho- Vicente de Carvalho, Rio de Janeiro - RJ, 21041-440, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTINHO (COMPLEXO DO JURAMENTO),-22.859476223343975,-43.309943432085426,"26/06/2025, 18:30:00",false,false,,Disputa,,,false
72195,"Morro do Campinho (Complexo do Fubá) - Cascadura, Rio de Janeiro - RJ, 21310-320, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO CAMPINHO (COMPLEXO DO FUBA),-22.88538187309149,-43.3366396878662,"26/06/2025, 18:36:00",false,false,,Não identificado,,,false
72199,"Favelinha da Renascer (Chácara do Tanque), Taquara, Rio de Janeiro, Rio de Janeiro, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,TAQUARA,,FAVELINHA DA RENASCER (OU CHACARA DO TANQUE),-22.9148077,-43.3641932,"26/06/2025, 19:27:00",false,false,,Não identificado,,,false
72201,"Morro do Juramento - Vicente de Carvalho, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.8627778,-43.3152778,"26/06/2025, 19:30:00",false,false,,Disputa,,,false
72202,"Morro do Juramento (Complexo do Juramento), Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.86204124	,-43.31545844,"26/06/2025, 21:33:00",false,false,,Disputa,,Tiroteio contínuo,false
72203,"Catiri - Bangu, Rio de Janeiro - RJ, 21863-010, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BANGU,,CATIRI,-22.85319795	,-43.47059105,"26/06/2025, 21:59:00",false,false,,Não identificado,,,false
72205,"Morro do Juramento (Complexo do Juramento) - Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.86204124	,-43.31545844,"26/06/2025, 22:18:00",false,false,,Disputa,,,false
72204,"Morro do Campinho (Complexo do Fubá) - Cascadura, Rio de Janeiro - RJ, 21320-300, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO CAMPINHO (COMPLEXO DO FUBA),-22.8850951874697	,-43.337939003183074,"26/06/2025, 23:05:00",false,false,,Não identificado,,,false
72207,"Morro do Juramento (Complexo do Juramento) - Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.86204124	,-43.31545844,"26/06/2025, 23:13:00",false,false,,Disputa,,,false
72206,"Avenida Antenor Navarro, Vila Guanabara - Brás de Pina, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BRAS DE PINA,,,-22.8281505,-43.2902897,"27/06/2025, 03:12:00",false,false,,Não identificado,,,false
72214,"Praça Mauá - Saúde, Rio de Janeiro - RJ, 20081-240, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,SAUDE,,,-22.89674475138851,-43.1815783085289,"27/06/2025, 05:44:00",false,false,,Não identificado,,,false
72208,"Morro do Juramento (Complexo do Juramento) - Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.86204124	,-43.31545844,"27/06/2025, 05:49:00",false,false,,Disputa,,,false
72245,"R. Joaquim Sarmento, Guadalupe, Rio de Janeiro - RJ, 21660-370, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,GUADALUPE,,,-22.83810556440768,-43.37948207766266,"27/06/2025, 12:00:00",false,false,,Homicidio/Tentativa,,Presença de político,false
72222,"Paciência, Rio de Janeiro - RJ, 23585-051, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PACIENCIA,,,-22.9204527,-43.6352921,"27/06/2025, 14:00:00",true,true,PC (17 DP),Ação policial,,,false
72221,"Morro do Juramento, Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTINHO (COMPLEXO DO JURAMENTO),-22.8620982,-43.3163452,"27/06/2025, 15:30:00",false,false,,Não identificado,,,false
72231,"Morro do Juramento, Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.86441386189879,-43.31835522573608,"27/06/2025, 22:34:00",false,false,,Disputa,,,false
72232,"Avenida Pastor Martin Luther King Junior - Vicente de Carvalho, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,,-22.8556618,-43.3113409,"28/06/2025, 06:00:00",true,true,PM (41 BPM ),Ação policial,,,true
72232,"Avenida Pastor Martin Luther King Junior - Vicente de Carvalho, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,,-22.8556618,-43.3113409,"28/06/2025, 06:00:00",true,true,PM (41 BPM ),Ação policial,,,true
72232,"Avenida Pastor Martin Luther King Junior - Vicente de Carvalho, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,,-22.8556618,-43.3113409,"28/06/2025, 06:00:00",true,true,PM (41 BPM ),Ação policial,,,true
72232,"Avenida Pastor Martin Luther King Junior - Vicente de Carvalho, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,,-22.8556618,-43.3113409,"28/06/2025, 06:00:00",true,true,PM (41 BPM ),Ação policial,,,true
72232,"Avenida Pastor Martin Luther King Junior - Vicente de Carvalho, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,,-22.8556618,-43.3113409,"28/06/2025, 06:00:00",true,true,PM (41 BPM ),Ação policial,,,true
72241,"Praça Patriarca - Rua Agostinho Barbalho - Madureira, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MADUREIRA,,,-22.8784663,-43.34099399999999,"28/06/2025, 12:00:00",false,true,,Tentativa/Roubo,,,false
72234,"Morro do Campinho (Complexo do Fubá) - Cascadura, Rio de Janeiro - RJ, 21320-300, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO CAMPINHO (COMPLEXO DO FUBA),-22.8850951874697,	-43.337939003183074,"28/06/2025, 13:41:00",false,false,,Disputa,,,false
72238,"Morro do Campinho (Complexo do Fubá) - Cascadura, Rio de Janeiro - RJ, 21320-300, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO CAMPINHO (COMPLEXO DO FUBA),-22.8850951874697	,-43.337939003183074,"28/06/2025, 14:40:00",false,false,,Disputa,,,false
72239,"Morro do Juramento (Complexo do Juramento) - Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.86204124	,-43.31545844,"28/06/2025, 14:50:00",false,false,,Disputa,,,false
72240,"Morro do Juramentinho (Complexo do Juramento) - Tomás Coelho, Rio de Janeiro - RJ, 21220-770, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,TOMAS COELHO,,MORRO DO JURAMENTINHO (COMPLEXO DO JURAMENTO),-22.86041893	,-43.30547603,"28/06/2025, 16:02:00",false,false,,Disputa,,,false
72242,"Morro dos Macacos - Vila Isabel, Rio de Janeiro - RJ, 20560, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA ISABEL,,MORRO DOS MACACOS,-22.911798606417157,-43.25563318252563,"28/06/2025, 17:38:00",false,false,,Não identificado,,,false
72252,"R. da Matriz, Botafogo, Rio de Janeiro - RJ, 22260-100, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BOTAFOGO,,,-22.950873462907545,-43.19276067804869,"28/06/2025, 19:00:00",false,true,,Homicidio/Tentativa,,,false
72263,"Rua Pinheiro Machado - Laranjeiras, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,LARANJEIRAS,,,-22.9399123,-43.1829383,"28/06/2025, 22:00:00",false,false,,Tentativa/Roubo,,,false
72253,"Morro do Juramento (Complexo do Juramento) - Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.86204124	,-43.31545844,"29/06/2025, 12:53:00",false,false,,Disputa,,Tiroteio contínuo,false
72254,"Morro do Juramento (Complexo do Juramento) - Vicente de Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.86204124	,-43.31545844,"29/06/2025, 14:30:00",false,false,,Disputa,,,false
72255,"Morro do Juramento (Complexodo Juramento) - Vicente do Carvalho, Rio de Janeiro, RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.86204124	,-43.31545844,"29/06/2025, 15:29:00",false,false,,Disputa,,,false
72256,"Rua Fernando Lobo - Ricardo de Albuquerque, Rio de Janeiro - RJ, 21665-070, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,RICARDO DE ALBUQUERQUE,,,-22.8344715,-43.3855883,"29/06/2025, 16:17:00",false,false,,Não identificado,,,false
72262,"Irajá, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,IRAJA,,,-22.844329,-43.3231669,"29/06/2025, 16:30:00",false,false,,Disputa,,,false
