id,address,region,state,city,neighborhood,sub_neighborhood,locality,latitude,longitude,data,police_action,agent_presence,police_unit,main_reason,complementary_reason,clippings,massacre,civilians_dead,civilians_wounded,agents_dead,agents_wounded,men_dead,men_wounded,women_dead,women_wounded,kids_dead,kids_wounded,teenagers_dead,teenagers_wounded,elderly_dead,elderly_wounded
63642,"Morro do Urubu - Piedade, Rio de Janeiro - RJ, 21381-400, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PIEDADE,,MORRO DO URUBU (COMPLEXO DO URUBU),-22.87657404	,-43.30422326,"01/04/2024, 05:00:00",true,true,03º BPM,Operação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63632,"Rua Capitão Menezes - Praça Seca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PRACA SECA,,MORRO DA BICA (COMPLEXO DO FUBA),-22.8923402,-43.3482302,"01/04/2024, 05:02:00",true,true,18º BPM,Ação policial,,,false,0,2,0,0,0,0,0,0,0,0,0,0,0,0
63636,"Rua Paulo Viana - Rocha Miranda, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ROCHA MIRANDA,,,-22.8529625,-43.3446999,"01/04/2024, 07:45:00",false,false,,Disputa,,,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63644,"Avenida Antenor Navarro - Brás de Pina, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BRAS DE PINA,,,-22.8261299,-43.2899823,"01/04/2024, 12:15:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63647,"Favela Tijuquinha- Itanhangá, Rio de Janeiro - RJ, 22641-580, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ITANHANGA,,FAVELA TIJUQUINHA,-22.98600388	,-43.30455399,"01/04/2024, 16:25:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63658,"Complexo do Chapadão- Costa Barros, Rio de Janeiro - RJ, 21755-470, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,COSTA BARROS,,COMPLEXO DO CHAPADAO,-22.82320459700892,-43.376317282639775,"01/04/2024, 23:00:00",true,true,41º BPM,Operação policial,,,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0
63655,"Estrada Bougainville - Anil, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ANIL,,,-22.969696,-43.324613,"01/04/2024, 23:00:00",true,true,18 BPM,Ação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63652,"Morro do Fubá- Cascadura, Rio de Janeiro - RJ, 21311-120, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO FUBA (COMPLEXO DO FUBA),-22.89172205777511,-43.33415412444524,"01/04/2024, 23:08:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63654,"Vila do João - Maré, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARE,,VILA DO JOAO (COMPLEXO DA MARE),-22.8723298,-43.2390005,"02/04/2024, 06:25:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63664,"Rua Morais e Silva - Maracanã, Rio de Janeiro - RJ, 20271-030, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARACANA,,,-22.916363254108223,-43.22550585794983,"02/04/2024, 11:00:00",true,true,06º BPM,Ação policial,,,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63678,"Morro dos Macacos - Vila Isabel, Rio de Janeiro - RJ, 20551-630, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA ISABEL,,MORRO DOS MACACOS,-22.91189634	,-43.25524243,"03/04/2024, 01:00:00",false,false,,Disputa,,,true,3,0,0,0,0,0,0,0,0,0,0,0,0,0
63690,"Favela 5 bocas - Brás de Pina, Rio de Janeiro - RJ, 23047-590, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BRAS DE PINA,,FAVELA 5 BOCAS (COMPLEXO DE ISRAEL),-22.82247302,-43.28508894,"03/04/2024, 09:03:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63702,"Cesar Máia - Vargem Pequena, Rio de Janeiro - RJ, 22783-116, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VARGEM PEQUENA,,CONJUNTO CESAR MAIA,-22.9905516,-43.43146907,"03/04/2024, 15:00:00",true,true,31 BPM,Ação policial,,,true,3,0,0,0,0,0,0,0,0,0,0,0,0,0
63700,"Capoeira Grande - Guaratiba, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,GUARATIBA,,CAPOEIRA GRANDE,-22.9826752,-43.6219747,"03/04/2024, 17:18:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63712,"Rua Piraquara, Vila Vintém - Realengo, Rio de Janeiro - Rio de Janeiro, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,REALENGO,,VILA VINTEM,-22.87319947186337,-43.44202011823654,"04/04/2024, 04:59:00",true,true,14º BPM,Operação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63707,"Morro do Campinho, Complexo do Fubá, Rio de Janeiro - RJ, 21310-320, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO CAMPINHO (COMPLEXO DO FUBA),-22.8850951874697	,-43.337939003183074,"04/04/2024, 05:35:00",true,true,09º BPM,Operação policial,,,true,3,1,0,0,0,0,0,0,0,0,0,0,0,0
63723,"Favela do Fontela - Vargem Pequena, Rio de Janeiro - RJ, 22795-711, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VARGEM PEQUENA,,FAVELA DO FONTELA,-22.994404385493600	,-43.44583357036130,"04/04/2024, 15:00:00",true,true,31BPM,Ação policial,,,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63720,"Favela da Terra Nostra (Complexo da Pedreira) - Barros Filho, Rio de Janeiro - RJ, 21665-210, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BARROS FILHO,,FAVELA DA TERRA NOSTRA (COMPLEXO DA PEDREIRA),-22.831091302782387,-43.36796382486031,"04/04/2024, 15:15:00",false,false,,Disputa,,,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63724,"Avenida Maracanã - Maracanã, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARACANA,,,-22.9151895,-43.2287721,"04/04/2024, 17:05:00",false,false,,Tentativa/Roubo,,,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0
63739,"Rua Pachêco Júnior - Brás de Pina, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BRAS DE PINA,,,-22.8319077,-43.3064376,"04/04/2024, 18:30:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63725,"Estrada Benvindo de Novaes, Favela do Fontela - Vargem Pequena, Rio de Janeiro - RJ, 22795-712, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VARGEM PEQUENA,,FAVELA DO FONTELA,-22.993780038259562,-43.44774649158308,"04/04/2024, 19:30:00",true,true,Não identificado,Ação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63731,"Morro da Babilônia - Leme, Rio de Janeiro - RJ, 22010-060, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,LEME,,BABILONIA,-22.95851046,	-43.1704813,"05/04/2024, 04:10:00",true,true,UPP e CPP,Operação policial,,,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0
