"";"jan";"fev";"mar";"abr";"mai";"jun";"jul";"ago";"set";"out";"nov";"dez";"total";"Dif";"Dif_perc"
"2016";;;;0;0;0;1;0;1;1;1;0;4;;
"2017";0;1;4;3;1;1;0;1;0;0;1;0;12;8;200
"2018";0;0;0;1;1;0;0;0;0;0;1;0;3;-9;-75
"2019";0;2;1;1;0;0;0;0;1;0;2;0;7;4;133,33
"2020";2;0;1;0;0;0;0;2;1;0;0;1;7;0;0
"2021";0;1;0;0;0;0;1;0;0;0;0;0;2;-5;-71,43
"2022";0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-100
"2023";0;0;0;0;0;1;0;0;0;0;1;0;2;2;Inf
"2024";0;1;1;0;0;0;0;0;0;1;0;0;3;1;50
"2025";0;0;0;0;0;0;0;0;1;0;0;0;1;-2;-66,67
"2026";0;0;0;;;;;;;;;;0;-1;-100
