"";"jan";"fev";"mar";"abr";"mai";"jun";"jul";"ago";"set";"out";"nov";"dez";"total";"Dif";"Dif_perc"
"2016";;;;6;9;15;21;9;17;19;11;8;115;;
"2017";16;2;10;26;23;21;18;15;11;16;13;13;184;69;60
"2018";12;18;28;18;14;12;15;19;8;13;7;12;176;-8;-4,35
"2019";6;9;12;13;26;6;12;13;22;12;7;11;149;-27;-15,34
"2020";14;11;10;2;3;3;4;5;7;6;7;6;78;-71;-47,65
"2021";7;12;16;9;2;15;18;17;19;21;16;35;187;109;139,74
"2022";23;9;11;5;6;4;8;19;20;15;10;9;139;-48;-25,67
"2023";10;5;5;4;3;8;5;5;4;4;6;14;73;-66;-47,48
"2024";18;8;6;7;8;3;6;6;6;11;9;11;99;26;35,62
"2025";5;4;4;7;7;1;3;3;5;3;1;0;43;-56;-56,57
"2026";2;0;2;;;;;;;;;;4;-39;-90,7
